Site,Province,isueTime (Local),AM_PM(Local Format),Paire,CASe,CASi,File
146 ,NS      ,10/06/2018 20:00,PM                 ,4    ,4   ,2   ,TRANSMIT.FLHX21.06.10.2302Z.AMD_CAPHL.xml
23  ,NS      ,10/06/2018 20:00,PM                 ,4    ,4   ,2   ,TRANSMIT.FLHX21.06.10.2302Z.AMD_CBUCG.xml
146 ,NS      ,11/06/2018 6:00 ,AM                 ,1    ,4   ,2   ,TRANSMIT.FLHX21.06.11.0900Z_CAPHL.xml
23  ,NS      ,11/06/2018 6:00 ,AM                 ,1    ,4   ,2   ,TRANSMIT.FLHX21.06.11.0900Z_CBUCG.xml
76  ,NB      ,09/05/2018 17:00,PM                 ,4    ,5   ,3   ,TRANSMIT.FLHX24.05.09.2013Z.AMD_DAFMJ.xml
89  ,NB      ,09/07/2018 17:00,PM                 ,4    ,5   ,3   ,TRANSMIT.FLHX24.07.09.2000Z_DAFQX.xml
97  ,NB      ,09/07/2018 17:00,PM                 ,4    ,5   ,3   ,TRANSMIT.FLHX24.07.09.2000Z_DAHEI.xml
96  ,NB      ,09/07/2018 17:00,PM                 ,4    ,5   ,3   ,TRANSMIT.FLHX24.07.09.2000Z_DALZZ.xml
75  ,NB      ,10/07/2018 6:00 ,AM                 ,1    ,5   ,3   ,TRANSMIT.FLHX24.07.10.0900Z_DADHJ.xml
76  ,NB      ,10/07/2018 6:00 ,AM                 ,1    ,5   ,3   ,TRANSMIT.FLHX24.07.10.0900Z_DAFMJ.xml
89  ,NB      ,10/07/2018 6:00 ,AM                 ,1    ,5   ,3   ,TRANSMIT.FLHX24.07.10.0900Z_DAFQX.xml
97  ,NB      ,10/07/2018 6:00 ,AM                 ,1    ,5   ,3   ,TRANSMIT.FLHX24.07.10.0900Z_DAHEI.xml
96  ,NB      ,10/07/2018 6:00 ,AM                 ,1    ,5   ,3   ,TRANSMIT.FLHX24.07.10.0900Z_DALZZ.xml
98  ,NB      ,10/07/2018 6:00 ,AM                 ,1    ,5   ,3   ,TRANSMIT.FLHX24.07.10.0900Z_DBEDJ.xml
137 ,ON      ,30/07/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLTO21.07.30.2100Z_FCFUU.xml
137 ,ON      ,30/07/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLTO21.07.30.2100Z_FCFUU.xml
7   ,BC      ,09/02/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.02.10.0100Z_JBLVS.xml
114 ,BC      ,16/03/2018 7:00 ,AM                 ,1    ,7   ,2   ,TRANSMIT.FLVR20.03.16.1416Z.AMD_JBXCK.xml
149 ,BC      ,16/03/2018 7:00 ,AM                 ,1    ,7   ,2   ,TRANSMIT.FLVR20.03.16.1416Z.AMD_JCMDB.xml
113 ,BC      ,02/05/2018 17:00,PM                 ,4    ,8   ,4   ,TRANSMIT.FLVR20.05.03.0047Z.AMD_JAGPB.xml
113 ,BC      ,25/05/2018 6:00 ,AM                 ,1    ,8   ,2   ,TRANSMIT.FLVR20.05.25.1300Z_JAGPB.xml
113 ,BC      ,25/05/2018 6:00 ,AM                 ,2    ,8   ,2   ,TRANSMIT.FLVR20.05.25.1300Z_JAGPB.xml
8   ,BC      ,15/07/2018 6:00 ,AM                 ,1    ,5   ,3   ,TRANSMIT.FLVR20.07.15.1300Z_JAFNW.xml
8   ,BC      ,15/07/2018 6:00 ,AM                 ,2    ,5   ,2   ,TRANSMIT.FLVR20.07.15.1300Z_JAFNW.xml
8   ,BC      ,15/07/2018 17:00,PM                 ,4    ,5   ,3   ,TRANSMIT.FLVR20.07.16.0000Z_JAFNW.xml
8   ,BC      ,15/07/2018 17:00,PM                 ,5    ,6   ,3   ,TRANSMIT.FLVR20.07.16.0000Z_JAFNW.xml
9   ,BC      ,20/07/2018 17:00,PM                 ,4    ,7   ,5   ,TRANSMIT.FLVR20.07.21.0000Z_JAFUV.xml
9   ,BC      ,20/07/2018 17:00,PM                 ,5    ,7   ,4   ,TRANSMIT.FLVR20.07.21.0000Z_JAFUV.xml
52  ,BC      ,20/07/2018 17:00,PM                 ,4    ,7   ,5   ,TRANSMIT.FLVR20.07.21.0000Z_JBHJG.xml
52  ,BC      ,20/07/2018 17:00,PM                 ,5    ,7   ,4   ,TRANSMIT.FLVR20.07.21.0000Z_JBHJG.xml
9   ,BC      ,21/07/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.07.21.1300Z_JAFUV.xml
9   ,BC      ,21/07/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.07.21.1300Z_JAFUV.xml
9   ,BC      ,21/07/2018 6:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.07.21.1300Z_JAFUV.xml
52  ,BC      ,21/07/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.07.21.1300Z_JBHJG.xml
52  ,BC      ,21/07/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.07.21.1300Z_JBHJG.xml
52  ,BC      ,21/07/2018 6:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.07.21.1300Z_JBHJG.xml
51  ,BC      ,21/07/2018 6:00 ,AM                 ,1    ,5   ,3   ,TRANSMIT.FLVR20.07.21.1300Z_JBOAP.xml
51  ,BC      ,21/07/2018 6:00 ,AM                 ,2    ,5   ,3   ,TRANSMIT.FLVR20.07.21.1300Z_JBOAP.xml
51  ,BC      ,21/07/2018 6:00 ,AM                 ,3    ,5   ,3   ,TRANSMIT.FLVR20.07.21.1300Z_JBOAP.xml
9   ,BC      ,21/07/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.07.22.0000Z_JAFUV.xml
9   ,BC      ,21/07/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.07.22.0000Z_JAFUV.xml
52  ,BC      ,21/07/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.07.22.0000Z_JBHJG.xml
52  ,BC      ,21/07/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.07.22.0000Z_JBHJG.xml
51  ,BC      ,21/07/2018 17:00,PM                 ,4    ,5   ,3   ,TRANSMIT.FLVR20.07.22.0000Z_JBOAP.xml
51  ,BC      ,21/07/2018 17:00,PM                 ,5    ,5   ,3   ,TRANSMIT.FLVR20.07.22.0000Z_JBOAP.xml
9   ,BC      ,22/07/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.07.22.1300Z_JAFUV.xml
9   ,BC      ,22/07/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.07.22.1300Z_JAFUV.xml
9   ,BC      ,22/07/2018 6:00 ,AM                 ,3    ,7   ,2   ,TRANSMIT.FLVR20.07.22.1300Z_JAFUV.xml
52  ,BC      ,22/07/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.07.22.1300Z_JBHJG.xml
52  ,BC      ,22/07/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.07.22.1300Z_JBHJG.xml
52  ,BC      ,22/07/2018 6:00 ,AM                 ,3    ,7   ,2   ,TRANSMIT.FLVR20.07.22.1300Z_JBHJG.xml
51  ,BC      ,22/07/2018 6:00 ,AM                 ,2    ,5   ,3   ,TRANSMIT.FLVR20.07.22.1300Z_JBOAP.xml
9   ,BC      ,22/07/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.07.23.0000Z_JAFUV.xml
9   ,BC      ,22/07/2018 17:00,PM                 ,5    ,7   ,2   ,TRANSMIT.FLVR20.07.23.0000Z_JAFUV.xml
52  ,BC      ,22/07/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.07.23.0000Z_JBHJG.xml
52  ,BC      ,22/07/2018 17:00,PM                 ,5    ,7   ,2   ,TRANSMIT.FLVR20.07.23.0000Z_JBHJG.xml
51  ,BC      ,22/07/2018 17:00,PM                 ,4    ,5   ,3   ,TRANSMIT.FLVR20.07.23.0000Z_JBOAP.xml
9   ,BC      ,23/07/2018 6:00 ,AM                 ,1    ,7   ,2   ,TRANSMIT.FLVR20.07.23.1300Z_JAFUV.xml
9   ,BC      ,23/07/2018 6:00 ,AM                 ,2    ,7   ,2   ,TRANSMIT.FLVR20.07.23.1300Z_JAFUV.xml
9   ,BC      ,23/07/2018 6:00 ,AM                 ,3    ,7   ,2   ,TRANSMIT.FLVR20.07.23.1300Z_JAFUV.xml
52  ,BC      ,23/07/2018 6:00 ,AM                 ,1    ,7   ,2   ,TRANSMIT.FLVR20.07.23.1300Z_JBHJG.xml
52  ,BC      ,23/07/2018 6:00 ,AM                 ,2    ,7   ,2   ,TRANSMIT.FLVR20.07.23.1300Z_JBHJG.xml
52  ,BC      ,23/07/2018 6:00 ,AM                 ,3    ,7   ,2   ,TRANSMIT.FLVR20.07.23.1300Z_JBHJG.xml
9   ,BC      ,23/07/2018 17:00,PM                 ,4    ,7   ,2   ,TRANSMIT.FLVR20.07.24.0000Z_JAFUV.xml
9   ,BC      ,23/07/2018 17:00,PM                 ,5    ,7   ,2   ,TRANSMIT.FLVR20.07.24.0000Z_JAFUV.xml
52  ,BC      ,23/07/2018 17:00,PM                 ,4    ,7   ,2   ,TRANSMIT.FLVR20.07.24.0000Z_JBHJG.xml
52  ,BC      ,23/07/2018 17:00,PM                 ,5    ,7   ,2   ,TRANSMIT.FLVR20.07.24.0000Z_JBHJG.xml
9   ,BC      ,24/07/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.07.24.1300Z_JAFUV.xml
9   ,BC      ,24/07/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.07.24.1300Z_JAFUV.xml
9   ,BC      ,24/07/2018 6:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.07.24.1300Z_JAFUV.xml
52  ,BC      ,24/07/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.07.24.1300Z_JBHJG.xml
52  ,BC      ,24/07/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.07.24.1300Z_JBHJG.xml
52  ,BC      ,24/07/2018 6:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.07.24.1300Z_JBHJG.xml
8   ,BC      ,24/07/2018 17:00,PM                 ,4    ,7   ,2   ,TRANSMIT.FLVR20.07.25.0000Z_JAFNW.xml
8   ,BC      ,24/07/2018 17:00,PM                 ,5    ,7   ,2   ,TRANSMIT.FLVR20.07.25.0000Z_JAFNW.xml
9   ,BC      ,24/07/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.07.25.0000Z_JAFUV.xml
9   ,BC      ,24/07/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.07.25.0000Z_JAFUV.xml
52  ,BC      ,24/07/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.07.25.0000Z_JBHJG.xml
52  ,BC      ,24/07/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.07.25.0000Z_JBHJG.xml
8   ,BC      ,25/07/2018 7:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.07.25.1419Z.AMD_JAFNW.xml
8   ,BC      ,25/07/2018 7:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.07.25.1419Z.AMD_JAFNW.xml
9   ,BC      ,25/07/2018 7:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.07.25.1419Z.AMD_JAFUV.xml
9   ,BC      ,25/07/2018 7:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.07.25.1419Z.AMD_JAFUV.xml
52  ,BC      ,25/07/2018 7:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.07.25.1419Z.AMD_JBHJG.xml
52  ,BC      ,25/07/2018 7:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.07.25.1419Z.AMD_JBHJG.xml
8   ,BC      ,25/07/2018 17:00,PM                 ,4    ,7   ,4   ,TRANSMIT.FLVR20.07.26.0000Z_JAFNW.xml
8   ,BC      ,25/07/2018 17:00,PM                 ,5    ,7   ,4   ,TRANSMIT.FLVR20.07.26.0000Z_JAFNW.xml
9   ,BC      ,25/07/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.07.26.0000Z_JAFUV.xml
9   ,BC      ,25/07/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.07.26.0000Z_JAFUV.xml
52  ,BC      ,25/07/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.07.26.0000Z_JBHJG.xml
52  ,BC      ,25/07/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.07.26.0000Z_JBHJG.xml
51  ,BC      ,25/07/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.07.26.0000Z_JBOAP.xml
51  ,BC      ,25/07/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.07.26.0000Z_JBOAP.xml
9   ,BC      ,25/07/2018 18:00,PM                 ,4    ,7   ,4   ,TRANSMIT.FLVR20.07.26.0114Z.AMD_JAFUV.xml
9   ,BC      ,25/07/2018 18:00,PM                 ,5    ,7   ,4   ,TRANSMIT.FLVR20.07.26.0114Z.AMD_JAFUV.xml
52  ,BC      ,25/07/2018 18:00,PM                 ,4    ,7   ,4   ,TRANSMIT.FLVR20.07.26.0114Z.AMD_JBHJG.xml
52  ,BC      ,25/07/2018 18:00,PM                 ,5    ,7   ,4   ,TRANSMIT.FLVR20.07.26.0114Z.AMD_JBHJG.xml
51  ,BC      ,25/07/2018 18:00,PM                 ,4    ,7   ,4   ,TRANSMIT.FLVR20.07.26.0114Z.AMD_JBOAP.xml
51  ,BC      ,25/07/2018 18:00,PM                 ,5    ,7   ,4   ,TRANSMIT.FLVR20.07.26.0114Z.AMD_JBOAP.xml
8   ,BC      ,26/07/2018 6:00 ,AM                 ,1    ,7   ,4   ,TRANSMIT.FLVR20.07.26.1300Z_JAFNW.xml
8   ,BC      ,26/07/2018 6:00 ,AM                 ,2    ,7   ,4   ,TRANSMIT.FLVR20.07.26.1300Z_JAFNW.xml
8   ,BC      ,26/07/2018 6:00 ,AM                 ,3    ,7   ,4   ,TRANSMIT.FLVR20.07.26.1300Z_JAFNW.xml
9   ,BC      ,26/07/2018 6:00 ,AM                 ,1    ,7   ,4   ,TRANSMIT.FLVR20.07.26.1300Z_JAFUV.xml
9   ,BC      ,26/07/2018 6:00 ,AM                 ,2    ,7   ,4   ,TRANSMIT.FLVR20.07.26.1300Z_JAFUV.xml
9   ,BC      ,26/07/2018 6:00 ,AM                 ,3    ,7   ,4   ,TRANSMIT.FLVR20.07.26.1300Z_JAFUV.xml
52  ,BC      ,26/07/2018 6:00 ,AM                 ,1    ,7   ,4   ,TRANSMIT.FLVR20.07.26.1300Z_JBHJG.xml
52  ,BC      ,26/07/2018 6:00 ,AM                 ,2    ,7   ,4   ,TRANSMIT.FLVR20.07.26.1300Z_JBHJG.xml
52  ,BC      ,26/07/2018 6:00 ,AM                 ,3    ,7   ,4   ,TRANSMIT.FLVR20.07.26.1300Z_JBHJG.xml
51  ,BC      ,26/07/2018 6:00 ,AM                 ,1    ,7   ,4   ,TRANSMIT.FLVR20.07.26.1300Z_JBOAP.xml
51  ,BC      ,26/07/2018 6:00 ,AM                 ,2    ,7   ,4   ,TRANSMIT.FLVR20.07.26.1300Z_JBOAP.xml
51  ,BC      ,26/07/2018 6:00 ,AM                 ,3    ,7   ,4   ,TRANSMIT.FLVR20.07.26.1300Z_JBOAP.xml
8   ,BC      ,26/07/2018 17:00,PM                 ,4    ,7   ,4   ,TRANSMIT.FLVR20.07.27.0000Z_JAFNW.xml
8   ,BC      ,26/07/2018 17:00,PM                 ,5    ,7   ,4   ,TRANSMIT.FLVR20.07.27.0000Z_JAFNW.xml
9   ,BC      ,26/07/2018 17:00,PM                 ,4    ,7   ,4   ,TRANSMIT.FLVR20.07.27.0000Z_JAFUV.xml
9   ,BC      ,26/07/2018 17:00,PM                 ,5    ,7   ,4   ,TRANSMIT.FLVR20.07.27.0000Z_JAFUV.xml
52  ,BC      ,26/07/2018 17:00,PM                 ,4    ,7   ,4   ,TRANSMIT.FLVR20.07.27.0000Z_JBHJG.xml
52  ,BC      ,26/07/2018 17:00,PM                 ,5    ,7   ,4   ,TRANSMIT.FLVR20.07.27.0000Z_JBHJG.xml
51  ,BC      ,26/07/2018 17:00,PM                 ,4    ,7   ,4   ,TRANSMIT.FLVR20.07.27.0000Z_JBOAP.xml
51  ,BC      ,26/07/2018 17:00,PM                 ,5    ,7   ,4   ,TRANSMIT.FLVR20.07.27.0000Z_JBOAP.xml
8   ,BC      ,27/07/2018 6:00 ,AM                 ,1    ,7   ,4   ,TRANSMIT.FLVR20.07.27.1300Z_JAFNW.xml
9   ,BC      ,27/07/2018 6:00 ,AM                 ,1    ,7   ,4   ,TRANSMIT.FLVR20.07.27.1300Z_JAFUV.xml
52  ,BC      ,27/07/2018 6:00 ,AM                 ,1    ,7   ,4   ,TRANSMIT.FLVR20.07.27.1300Z_JBHJG.xml
51  ,BC      ,27/07/2018 6:00 ,AM                 ,1    ,7   ,4   ,TRANSMIT.FLVR20.07.27.1300Z_JBOAP.xml
8   ,BC      ,02/08/2018 23:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JAFNW.xml
8   ,BC      ,02/08/2018 23:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JAFNW.xml
9   ,BC      ,02/08/2018 23:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JAFUV.xml
9   ,BC      ,02/08/2018 23:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JAFUV.xml
113 ,BC      ,02/08/2018 23:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JAGPB.xml
113 ,BC      ,02/08/2018 23:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JAGPB.xml
52  ,BC      ,02/08/2018 23:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JBHJG.xml
52  ,BC      ,02/08/2018 23:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JBHJG.xml
7   ,BC      ,02/08/2018 23:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JBLVS.xml
7   ,BC      ,02/08/2018 23:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JBLVS.xml
53  ,BC      ,02/08/2018 23:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JBNTS.xml
53  ,BC      ,02/08/2018 23:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JBNTS.xml
51  ,BC      ,02/08/2018 23:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JBOAP.xml
51  ,BC      ,02/08/2018 23:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JBOAP.xml
69  ,BC      ,02/08/2018 23:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JBTMB.xml
69  ,BC      ,02/08/2018 23:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JBTMB.xml
86  ,BC      ,02/08/2018 23:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JCAAC.xml
86  ,BC      ,02/08/2018 23:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.03.0641Z.AMD_JCAAC.xml
9   ,BC      ,03/08/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JAFUV.xml
9   ,BC      ,03/08/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JAFUV.xml
9   ,BC      ,03/08/2018 6:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JAFUV.xml
113 ,BC      ,03/08/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JAGPB.xml
113 ,BC      ,03/08/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JAGPB.xml
113 ,BC      ,03/08/2018 6:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JAGPB.xml
52  ,BC      ,03/08/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBHJG.xml
52  ,BC      ,03/08/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBHJG.xml
52  ,BC      ,03/08/2018 6:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBHJG.xml
7   ,BC      ,03/08/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBLVS.xml
7   ,BC      ,03/08/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBLVS.xml
7   ,BC      ,03/08/2018 6:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBLVS.xml
53  ,BC      ,03/08/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBNTS.xml
53  ,BC      ,03/08/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBNTS.xml
53  ,BC      ,03/08/2018 6:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBNTS.xml
51  ,BC      ,03/08/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBOAP.xml
51  ,BC      ,03/08/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBOAP.xml
51  ,BC      ,03/08/2018 6:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBOAP.xml
69  ,BC      ,03/08/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBTMB.xml
69  ,BC      ,03/08/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBTMB.xml
69  ,BC      ,03/08/2018 6:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JBTMB.xml
86  ,BC      ,03/08/2018 6:00 ,AM                 ,1    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JCAAC.xml
86  ,BC      ,03/08/2018 6:00 ,AM                 ,2    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JCAAC.xml
86  ,BC      ,03/08/2018 6:00 ,AM                 ,3    ,7   ,3   ,TRANSMIT.FLVR20.08.03.1300Z_JCAAC.xml
9   ,BC      ,03/08/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JAFUV.xml
9   ,BC      ,03/08/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JAFUV.xml
52  ,BC      ,03/08/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JBHJG.xml
52  ,BC      ,03/08/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JBHJG.xml
7   ,BC      ,03/08/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JBLVS.xml
7   ,BC      ,03/08/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JBLVS.xml
53  ,BC      ,03/08/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JBNTS.xml
53  ,BC      ,03/08/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JBNTS.xml
51  ,BC      ,03/08/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JBOAP.xml
51  ,BC      ,03/08/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JBOAP.xml
69  ,BC      ,03/08/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JBTMB.xml
69  ,BC      ,03/08/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JBTMB.xml
86  ,BC      ,03/08/2018 17:00,PM                 ,4    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JCAAC.xml
86  ,BC      ,03/08/2018 17:00,PM                 ,5    ,7   ,3   ,TRANSMIT.FLVR20.08.04.0000Z_JCAAC.xml
52  ,BC      ,04/08/2018 6:00 ,AM                 ,1    ,7   ,2   ,TRANSMIT.FLVR20.08.04.1300Z_JBHJG.xml
52  ,BC      ,04/08/2018 6:00 ,AM                 ,2    ,7   ,2   ,TRANSMIT.FLVR20.08.04.1300Z_JBHJG.xml
52  ,BC      ,04/08/2018 6:00 ,AM                 ,3    ,7   ,2   ,TRANSMIT.FLVR20.08.04.1300Z_JBHJG.xml
7   ,BC      ,04/08/2018 6:00 ,AM                 ,1    ,7   ,2   ,TRANSMIT.FLVR20.08.04.1300Z_JBLVS.xml
7   ,BC      ,04/08/2018 6:00 ,AM                 ,2    ,7   ,2   ,TRANSMIT.FLVR20.08.04.1300Z_JBLVS.xml
7   ,BC      ,04/08/2018 6:00 ,AM                 ,3    ,7   ,2   ,TRANSMIT.FLVR20.08.04.1300Z_JBLVS.xml
53  ,BC      ,04/08/2018 6:00 ,AM                 ,1    ,7   ,2   ,TRANSMIT.FLVR20.08.04.1300Z_JBNTS.xml
53  ,BC      ,04/08/2018 6:00 ,AM                 ,2    ,7   ,2   ,TRANSMIT.FLVR20.08.04.1300Z_JBNTS.xml
53  ,BC      ,04/08/2018 6:00 ,AM                 ,3    ,7   ,2   ,TRANSMIT.FLVR20.08.04.1300Z_JBNTS.xml
69  ,BC      ,04/08/2018 6:00 ,AM                 ,1    ,7   ,2   ,TRANSMIT.FLVR20.08.04.1300Z_JBTMB.xml
69  ,BC      ,04/08/2018 6:00 ,AM                 ,2    ,7   ,2   ,TRANSMIT.FLVR20.08.04.1300Z_JBTMB.xml
